source_url,page_type,priority,source_exists,dist_exists,production_status,indexability,in_sitemap,canonical,title,h1,internal_inbound_links,parent_hub_linked,orphan,word_count,crawl_date,robots_accessible,recommended_action,reason
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/กำแพงเพชร/,location_or_service,P2,true,true,200,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/กำแพงเพชร/,รับซื้อโน๊ตบุ๊คกำแพงเพชร ประเมินฟรีผ่านไลน์ @webuy | ร้านรับซื้อโน๊ตบุ๊ค.com,รับซื้อโน๊ตบุ๊ค กำแพงเพชร ประเมินไว ส่งรูปเช็คราคาฟรี,27,true,false,506,missing/never crawled,true,PRIORITY_CRAWL_MONITOR,Fresh GSC shows discovered but never crawled; retain current indexability and prioritize recrawl by business role.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ร้อยเอ็ด/,location_or_service,P2,true,true,200,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ร้อยเอ็ด/,รับซื้อโน๊ตบุ๊คร้อยเอ็ด ประเมินฟรีผ่านไลน์ @webuy | ร้านรับซื้อโน๊ตบุ๊ค.com,รับซื้อโน๊ตบุ๊ค ร้อยเอ็ด ประเมินไว ส่งรูปเช็คราคาฟรี,27,true,false,570,missing/never crawled,true,PRIORITY_CRAWL_MONITOR,Fresh GSC shows discovered but never crawled; retain current indexability and prioritize recrawl by business role.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/อ่างทอง/,location_or_service,P2,true,true,200,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/อ่างทอง/,รับซื้อโน๊ตบุ๊คอ่างทอง ประเมินฟรีผ่านไลน์ @webuy | ร้านรับซื้อโน๊ตบุ๊ค.com,รับซื้อโน๊ตบุ๊ค อ่างทอง ประเมินไว ส่งรูปเช็คราคาฟรี,27,true,false,506,missing/never crawled,true,PRIORITY_CRAWL_MONITOR,Fresh GSC shows discovered but never crawled; retain current indexability and prioritize recrawl by business role.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/แม่ฮ่องสอน/,location_or_service,P2,true,true,200,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/แม่ฮ่องสอน/,รับซื้อโน๊ตบุ๊คแม่ฮ่องสอน ประเมินฟรีผ่านไลน์ @webuy | ร้านรับซื้อโน๊ตบุ๊ค.com,รับซื้อโน๊ตบุ๊ค แม่ฮ่องสอน ประเมินไว ส่งรูปเช็คราคาฟรี,27,true,false,506,missing/never crawled,true,PRIORITY_CRAWL_MONITOR,Fresh GSC shows discovered but never crawled; retain current indexability and prioritize recrawl by business role.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/dell-inspiron-15/,model_or_service,P1,true,true,200,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/dell-inspiron-15/,รับซื้อ Dell Inspiron 15 มือสอง ประเมินตามรุ่นและสุขภาพแบต | ร้านรับซื้อโน๊ตบุ๊ค.com,รับซื้อ Dell Inspiron 15 มือสอง สำหรับทำงาน,4,true,false,391,missing/never crawled,true,PRIORITY_CRAWL_MONITOR,Fresh GSC shows discovered but never crawled; retain current indexability and prioritize recrawl by business role.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/honor/,model_or_service,P1,true,true,200,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/honor/,รับซื้อโน๊ตบุ๊ค Honor มือสอง ประเมินตามสภาพและรุ่นย่อย | ร้านรับซื้อโน๊ตบุ๊ค.com,รับซื้อโน๊ตบุ๊ค Honor มือสอง หลายรุ่นยอดนิยม,6,true,false,353,missing/never crawled,true,PRIORITY_CRAWL_MONITOR,Fresh GSC shows discovered but never crawled; retain current indexability and prioritize recrawl by business role.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/huawei-matebook/,model_or_service,P1,true,true,200,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/huawei-matebook/,รับซื้อ Huawei MateBook มือสอง ประเมินตามชิปเซ็ตและสภาพ | ร้านรับซื้อโน๊ตบุ๊ค.com,รับซื้อ Huawei MateBook มือสอง หลายรุ่นยอดนิยม,6,true,false,378,missing/never crawled,true,PRIORITY_CRAWL_MONITOR,Fresh GSC shows discovered but never crawled; retain current indexability and prioritize recrawl by business role.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/huawei/,model_or_service,P1,true,true,200,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/huawei/,รับซื้อโน๊ตบุ๊ค Huawei มือสอง ประเมินตามสเปกและสภาพ | ร้านรับซื้อโน๊ตบุ๊ค.com,รับซื้อโน๊ตบุ๊ค Huawei มือสอง หลายรุ่นยอดนิยมยอดนิยม,6,true,false,505,missing/never crawled,true,PRIORITY_CRAWL_MONITOR,Fresh GSC shows discovered but never crawled; retain current indexability and prioritize recrawl by business role.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-mdm/,model_or_service,P1,true,true,200,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-mdm/,MacBook ติด MDM ขายได้ไหม | ร้านรับซื้อโน๊ตบุ๊ค.com,MacBook ติด MDM ขายได้ไหม เช็กก่อนนัดขาย,18,true,false,410,missing/never crawled,true,PRIORITY_CRAWL_MONITOR,Fresh GSC shows discovered but never crawled; retain current indexability and prioritize recrawl by business role.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-no-box-no-receipt/,model_or_service,P1,true,true,200,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-no-box-no-receipt/,รับซื้อ MacBook ไม่มีกล่อง ไม่มีใบเสร็จ ประเมินสเปกและเอกสารแสดงสิทธิ์ | ร้านรับซื้อโน๊ตบุ๊ค.com,รับซื้อ MacBook ไม่มีกล่อง ไม่มีใบเสร็จ ประเมินตามสเปก,4,true,false,385,missing/never crawled,true,PRIORITY_CRAWL_MONITOR,Fresh GSC shows discovered but never crawled; retain current indexability and prioritize recrawl by business role.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-pro-m5/,model_or_service,P1,true,true,200,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-pro-m5/,รับซื้อ MacBook Pro M5 มือสอง ประเมินฟรี | ร้านรับซื้อโน๊ตบุ๊ค.com,รับซื้อ MacBook Pro M5 มือสอง เช็กราคาไว ส่งรูปประเมินฟรี,6,true,false,502,missing/never crawled,true,PRIORITY_CRAWL_MONITOR,Fresh GSC shows discovered but never crawled; retain current indexability and prioritize recrawl by business role.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/surface-book/,model_or_service,P1,true,true,200,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/surface-book/,รับซื้อ Surface Book มือสอง ประเมินตามชิปเซ็ตและสภาพกลไก | ร้านรับซื้อโน๊ตบุ๊ค.com,รับซื้อ Surface Book มือสอง ไฮบริดถอดจอได้,6,true,false,394,missing/never crawled,true,PRIORITY_CRAWL_MONITOR,Fresh GSC shows discovered but never crawled; retain current indexability and prioritize recrawl by business role.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/เช็คราคาโน๊ตบุ๊คมือสอง/,core,P0,true,true,200,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/เช็คราคาโน๊ตบุ๊คมือสอง/,เช็คราคาโน๊ตบุ๊คมือสอง ประเมินฟรี แจ้งราคาก่อนขาย | ร้านรับซื้อโน๊ตบุ๊ค.com,เช็คราคาโน๊ตบุ๊คมือสอง ประเมินฟรี แจ้งราคาก่อนตัดสินใจขาย,13,true,false,976,missing/never crawled,true,PRIORITY_CRAWL_MONITOR,Fresh GSC shows discovered but never crawled; retain current indexability and prioritize recrawl by business role.
